Predator,Prey,PredIndex,PreyIndex,Interacts,Mean
"Sandeels","Juvenile Haddock (0-1, 0-20cm)",33,17,0,0
"Sandeels","Haddock (adult)",33,18,0,0
"Sandeels","Juvenile Saithe (0-3, 0-40cm)",33,19,0,0
"Sandeels","Saithe (adult)",33,20,0,0
"Sandeels","Hake",33,21,0,0
"Sandeels","Blue whiting",33,22,0,0
"Sandeels","Norway pout",33,23,0,0
"Sandeels","Other gadoids (large)",33,24,0,0
"Sandeels","Other gadoids (small)",33,25,0,0
"Sandeels","Monkfish",33,26,0,0
"Sandeels","Gurnards",33,27,0,0
"Sandeels","Herring (juvenile 0, 1)",33,28,0,0
"Sandeels","Herring (adult)",33,29,0,0
"Sandeels","Sprat",33,30,0,0
"Sandeels","Mackerel",33,31,0,0
"Sandeels","Horse mackerel",33,32,0,0
"Sandeels","Sandeels",33,33,0,0
"Sandeels","Plaice",33,34,0,0
"Sandeels","Dab",33,35,0,0
"Sandeels","Long-rough dab",33,36,0,0
"Sandeels","Flounder",33,37,0,0
"Sandeels","Sole",33,38,0,0
"Sandeels","Lemon sole",33,39,0,0
"Sandeels","Witch",33,40,0,0
"Sandeels","Turbot and brill",33,41,0,0
"Sandeels","Megrim",33,42,0,0
"Sandeels","Halibut",33,43,0,0
"Sandeels","Dragonets",33,44,0,0
"Sandeels","Catfish (Wolf-fish)",33,45,0,0
"Sandeels","Large demersal fish",33,46,0,0
"Sandeels","Small demersal fish",33,47,0,0
"Sandeels","Miscellaneous filterfeeding pelagic fish",33,48,0,0
"Sandeels","Squid & cuttlefish",33,49,0,0
"Sandeels","Fish larvae",33,50,0,0
"Sandeels","Carnivorous zooplankton",33,51,1,0.0631
"Sandeels","Herbivorous & Omnivorous zooplankton (copepods)",33,52,1,0.6104
"Sandeels","Gelatinous zooplankton",33,53,0,0
"Sandeels","Large crabs",33,54,0,0
"Sandeels","Nephrops",33,55,0,0
"Sandeels","Epifaunal macrobenthos (mobile grazers)",33,56,1,0.0008
"Sandeels","Infaunal macrobenthos",33,57,1,0.0056
"Sandeels","Shrimp",33,58,0,0
"Sandeels","Small mobile epifauna (swarming crustaceans)",33,59,1,0.0155
"Sandeels","Small infauna (polychaetes)",33,60,1,0.1875
"Sandeels","Sessile epifauna",33,61,0,0
"Sandeels","Meiofauna",33,62,1,0.0478
"Sandeels","Benthic microflora (incl. Bacteria, protozoa))",33,63,0,0
"Sandeels","Planktonic microflora (incl. Bacteria, protozoa)",33,64,1,0.0476
"Sandeels","Phytoplankton",33,65,1,0.0217
"Sandeels","Detritus - DOM -water column",33,66,0,0
"Sandeels","Detritus - POM - sediment",33,67,0,0
"Sandeels","Discards",33,68,0,0
"Plaice",Imports, 34,0,0,0
"Plaice","Baleen whales",34,1,0,0
"Plaice","Toothed whales",34,2,0,0
"Plaice","Seals",34,3,0,0
"Plaice","Seabirds",34,4,0,0
"Plaice","Juvenile sharks",34,5,0,0
"Plaice","Spurdog",34,6,0,0
"Plaice","Large piscivorous sharks",34,7,0,0
"Plaice","Small sharks",34,8,0,0
"Plaice","Juvenile rays",34,9,0,0
"Plaice","Starry ray + others",34,10,0,0
"Plaice","Thornback & Spotted ray",34,11,0,0
"Plaice","Skate + cuckoo ray",34,12,0,0
"Plaice","Juvenile Cod(0-2, 0-40cm)",34,13,0,0
"Plaice","Cod (adult)",34,14,0,0
"Plaice","Juvenile Whiting (0-1, 0-20cm)",34,15,0,0
"Plaice","Whiting (adult)",34,16,0,0
"Plaice","Juvenile Haddock (0-1, 0-20cm)",34,17,0,0
"Plaice","Haddock (adult)",34,18,0,0
"Plaice","Juvenile Saithe (0-3, 0-40cm)",34,19,0,0
"Plaice","Saithe (adult)",34,20,0,0
"Plaice","Hake",34,21,0,0
"Plaice","Blue whiting",34,22,0,0
"Plaice","Norway pout",34,23,0,0
"Plaice","Other gadoids (large)",34,24,0,0
"Plaice","Other gadoids (small)",34,25,0,0
"Plaice","Monkfish",34,26,0,0
"Plaice","Gurnards",34,27,0,0
"Plaice","Herring (juvenile 0, 1)",34,28,1,0.00020002
"Plaice","Herring (adult)",34,29,0,0
"Plaice","Sprat",34,30,0,0
"Plaice","Mackerel",34,31,0,0
"Plaice","Horse mackerel",34,32,0,0
"Plaice","Sandeels",34,33,1,0.00750075
"Plaice","Plaice",34,34,0,0
"Plaice","Dab",34,35,0,0
"Plaice","Long-rough dab",34,36,0,0
"Plaice","Flounder",34,37,0,0
"Plaice","Sole",34,38,1,0.00250025
"Plaice","Lemon sole",34,39,0,0
"Plaice","Witch",34,40,0,0
"Plaice","Turbot and brill",34,41,0,0
"Plaice","Megrim",34,42,0,0
"Plaice","Halibut",34,43,0,0
"Plaice","Dragonets",34,44,0,0
"Plaice","Catfish (Wolf-fish)",34,45,0,0
"Plaice","Large demersal fish",34,46,0,0
"Plaice","Small demersal fish",34,47,0,0
"Plaice","Miscellaneous filterfeeding pelagic fish",34,48,0,0
"Plaice","Squid & cuttlefish",34,49,0,0
"Plaice","Fish larvae",34,50,0,0
"Plaice","Carnivorous zooplankton",34,51,0,0
"Plaice","Herbivorous & Omnivorous zooplankton (copepods)",34,52,0,0
"Plaice","Gelatinous zooplankton",34,53,1,0.00340034
"Plaice","Large crabs",34,54,1,0.01590159
"Plaice","Nephrops",34,55,0,0
"Plaice","Epifaunal macrobenthos (mobile grazers)",34,56,1,0.1032103
"Plaice","Infaunal macrobenthos",34,57,1,0.1718172
"Plaice","Shrimp",34,58,1,0.01490149
"Plaice","Small mobile epifauna (swarming crustaceans)",34,59,1,0.1932193
"Plaice","Small infauna (polychaetes)",34,60,1,0.469947
"Plaice","Sessile epifauna",34,61,1,0.0140014
"Plaice","Meiofauna",34,62,1,0.00340034
"Plaice","Benthic microflora (incl. Bacteria, protozoa))",34,63,0,0
"Plaice","Planktonic microflora (incl. Bacteria, protozoa)",34,64,0,0
"Plaice","Phytoplankton",34,65,0,0
"Plaice","Detritus - DOM -water column",34,66,0,0
"Plaice","Detritus - POM - sediment",34,67,0,0
"Plaice","Discards",34,68,0,0
"Dab",Imports, 35,0,0,0
"Dab","Baleen whales",35,1,0,0
"Dab","Toothed whales",35,2,0,0
"Dab","Seals",35,3,0,0
"Dab","Seabirds",35,4,0,0
"Dab","Juvenile sharks",35,5,0,0
"Dab","Spurdog",35,6,0,0
"Dab","Large piscivorous sharks",35,7,0,0
"Dab","Small sharks",35,8,0,0
"Dab","Juvenile rays",35,9,0,0
"Dab","Starry ray + others",35,10,0,0
"Dab","Thornback & Spotted ray",35,11,0,0
"Dab","Skate + cuckoo ray",35,12,0,0
"Dab","Juvenile Cod(0-2, 0-40cm)",35,13,0,0
"Dab","Cod (adult)",35,14,0,0
"Dab","Juvenile Whiting (0-1, 0-20cm)",35,15,0,0
"Dab","Whiting (adult)",35,16,0,0
"Dab","Juvenile Haddock (0-1, 0-20cm)",35,17,0,0
"Dab","Haddock (adult)",35,18,0,0
"Dab","Juvenile Saithe (0-3, 0-40cm)",35,19,0,0
"Dab","Saithe (adult)",35,20,0,0
"Dab","Hake",35,21,0,0
"Dab","Blue whiting",35,22,0,0
"Dab","Norway pout",35,23,0,0
"Dab","Other gadoids (large)",35,24,0,0
"Dab","Other gadoids (small)",35,25,0,0
"Dab","Monkfish",35,26,0,0
"Dab","Gurnards",35,27,0,0
"Dab","Herring (juvenile 0, 1)",35,28,0,0
"Dab","Herring (adult)",35,29,0,0
"Dab","Sprat",35,30,0,0
"Dab","Mackerel",35,31,0,0
"Dab","Horse mackerel",35,32,0,0
"Dab","Sandeels",35,33,0,0
"Dab","Plaice",35,34,0,0
"Dab","Dab",35,35,0,0
"Dab","Long-rough dab",35,36,0,0
"Dab","Flounder",35,37,0,0
"Dab","Sole",35,38,0,0
"Dab","Lemon sole",35,39,0,0
"Dab","Witch",35,40,0,0
"Dab","Turbot and brill",35,41,0,0
"Dab","Megrim",35,42,0,0
"Dab","Halibut",35,43,0,0
"Dab","Dragonets",35,44,0,0
"Dab","Catfish (Wolf-fish)",35,45,0,0
"Dab","Large demersal fish",35,46,0,0
"Dab","Small demersal fish",35,47,0,0
"Dab","Miscellaneous filterfeeding pelagic fish",35,48,0,0
"Dab","Squid & cuttlefish",35,49,0,0
"Dab","Fish larvae",35,50,0,0
"Dab","Carnivorous zooplankton",35,51,0,0
"Dab","Herbivorous & Omnivorous zooplankton (copepods)",35,52,1,0.0125
"Dab","Gelatinous zooplankton",35,53,0,0
"Dab","Large crabs",35,54,1,0.01
"Dab","Nephrops",35,55,0,0
"Dab","Epifaunal macrobenthos (mobile grazers)",35,56,1,0.2582
"Dab","Infaunal macrobenthos",35,57,1,0.2397
"Dab","Shrimp",35,58,1,0.001
"Dab","Small mobile epifauna (swarming crustaceans)",35,59,1,0.3288
"Dab","Small infauna (polychaetes)",35,60,1,0.1379
"Dab","Sessile epifauna",35,61,1,0.011
"Dab","Meiofauna",35,62,1,0.0009000001
"Dab","Benthic microflora (incl. Bacteria, protozoa))",35,63,0,0
"Dab","Planktonic microflora (incl. Bacteria, protozoa)",35,64,0,0
"Dab","Phytoplankton",35,65,0,0
"Dab","Detritus - DOM -water column",35,66,0,0
"Dab","Detritus - POM - sediment",35,67,0,0
"Dab","Discards",35,68,0,0
"Long-rough dab",Imports, 36,0,0,0
"Long-rough dab","Baleen whales",36,1,0,0
"Long-rough dab","Toothed whales",36,2,0,0
"Long-rough dab","Seals",36,3,0,0
"Long-rough dab","Seabirds",36,4,0,0
"Long-rough dab","Juvenile sharks",36,5,0,0
"Long-rough dab","Spurdog",36,6,0,0
"Long-rough dab","Large piscivorous sharks",36,7,0,0
"Long-rough dab","Small sharks",36,8,0,0
"Long-rough dab","Juvenile rays",36,9,0,0
"Long-rough dab","Starry ray + others",36,10,0,0
"Long-rough dab","Thornback & Spotted ray",36,11,0,0
"Long-rough dab","Skate + cuckoo ray",36,12,0,0
"Long-rough dab","Juvenile Cod(0-2, 0-40cm)",36,13,0,0
"Long-rough dab","Cod (adult)",36,14,0,0
"Long-rough dab","Juvenile Whiting (0-1, 0-20cm)",36,15,1,0.00039996
"Long-rough dab","Whiting (adult)",36,16,0,0
"Long-rough dab","Juvenile Haddock (0-1, 0-20cm)",36,17,0,0
"Long-rough dab","Haddock (adult)",36,18,0,0
"Long-rough dab","Juvenile Saithe (0-3, 0-40cm)",36,19,0,0
"Long-rough dab","Saithe (adult)",36,20,0,0
"Long-rough dab","Hake",36,21,0,0
"Long-rough dab","Blue whiting",36,22,0,0
"Long-rough dab","Norway pout",36,23,1,0.00539946
"Long-rough dab","Other gadoids (large)",36,24,0,0
"Long-rough dab","Other gadoids (small)",36,25,1,0.02659734
"Long-rough dab","Monkfish",36,26,0,0
"Long-rough dab","Gurnards",36,27,0,0
"Long-rough dab","Herring (juvenile 0, 1)",36,28,0,0
"Long-rough dab","Herring (adult)",36,29,0,0
"Long-rough dab","Sprat",36,30,0,0
"Long-rough dab","Mackerel",36,31,0,0
"Long-rough dab","Horse mackerel",36,32,0,0
"Long-rough dab","Sandeels",36,33,1,0.02329767
"Long-rough dab","Plaice",36,34,0,0
"Long-rough dab","Dab",36,35,1,0.03789621
"Long-rough dab","Long-rough dab",36,36,0,0
"Long-rough dab","Flounder",36,37,0,0
"Long-rough dab","Sole",36,38,0,0
"Long-rough dab","Lemon sole",36,39,0,0
"Long-rough dab","Witch",36,40,0,0
"Long-rough dab","Turbot and brill",36,41,0,0
"Long-rough dab","Megrim",36,42,0,0
"Long-rough dab","Halibut",36,43,0,0
"Long-rough dab","Dragonets",36,44,0,0
"Long-rough dab","Catfish (Wolf-fish)",36,45,0,0
"Long-rough dab","Large demersal fish",36,46,0,0
"Long-rough dab","Small demersal fish",36,47,1,0.03759624
"Long-rough dab","Miscellaneous filterfeeding pelagic fish",36,48,0,0
"Long-rough dab","Squid & cuttlefish",36,49,1,0.0029997
"Long-rough dab","Fish larvae",36,50,0,0
"Long-rough dab","Carnivorous zooplankton",36,51,0,0
"Long-rough dab","Herbivorous & Omnivorous zooplankton (copepods)",36,52,0,0
"Long-rough dab","Gelatinous zooplankton",36,53,0,0
"Long-rough dab","Large crabs",36,54,1,0.04259574
"Long-rough dab","Nephrops",36,55,1,0.01389861
"Long-rough dab","Epifaunal macrobenthos (mobile grazers)",36,56,1,0.2104789
"Long-rough dab","Infaunal macrobenthos",36,57,1,0.2720728
"Long-rough dab","Shrimp",36,58,1,0.04059594
"Long-rough dab","Small mobile epifauna (swarming crustaceans)",36,59,1,0.00329967
"Long-rough dab","Small infauna (polychaetes)",36,60,1,0.2828717
"Long-rough dab","Sessile epifauna",36,61,0,0
"Long-rough dab","Meiofauna",36,62,0,0
"Long-rough dab","Benthic microflora (incl. Bacteria, protozoa))",36,63,0,0
"Long-rough dab","Planktonic microflora (incl. Bacteria, protozoa)",36,64,0,0
"Long-rough dab","Phytoplankton",36,65,0,0
"Long-rough dab","Detritus - DOM -water column",36,66,0,0
"Long-rough dab","Detritus - POM - sediment",36,67,0,0
"Long-rough dab","Discards",36,68,0,0
"Flounder",Imports, 37,0,0,0
"Flounder","Baleen whales",37,1,0,0
"Flounder","Toothed whales",37,2,0,0
"Flounder","Seals",37,3,0,0
"Flounder","Seabirds",37,4,0,0
"Flounder","Juvenile sharks",37,5,0,0
"Flounder","Spurdog",37,6,0,0
"Flounder","Large piscivorous sharks",37,7,0,0
"Flounder","Small sharks",37,8,0,0
"Flounder","Juvenile rays",37,9,0,0
"Flounder","Starry ray + others",37,10,0,0
"Flounder","Thornback & Spotted ray",37,11,0,0
"Flounder","Skate + cuckoo ray",37,12,0,0
"Flounder","Juvenile Cod(0-2, 0-40cm)",37,13,0,0
"Flounder","Cod (adult)",37,14,0,0
"Flounder","Juvenile Whiting (0-1, 0-20cm)",37,15,0,0
"Flounder","Whiting (adult)",37,16,0,0
"Flounder","Juvenile Haddock (0-1, 0-20cm)",37,17,0,0
"Flounder","Haddock (adult)",37,18,0,0
"Flounder","Juvenile Saithe (0-3, 0-40cm)",37,19,0,0
"Flounder","Saithe (adult)",37,20,0,0
"Flounder","Hake",37,21,0,0
"Flounder","Blue whiting",37,22,0,0
"Flounder","Norway pout",37,23,1,0.0440044
"Flounder","Other gadoids (large)",37,24,0,0
"Flounder","Other gadoids (small)",37,25,0,0
"Flounder","Monkfish",37,26,0,0
"Flounder","Gurnards",37,27,0,0
"Flounder","Herring (juvenile 0, 1)",37,28,0,0
"Flounder","Herring (adult)",37,29,0,0
"Flounder","Sprat",37,30,0,0
"Flounder","Mackerel",37,31,0,0
"Flounder","Horse mackerel",37,32,0,0
"Flounder","Sandeels",37,33,0,0
"Flounder","Plaice",37,34,0,0
"Flounder","Dab",37,35,1,0.06060606
"Flounder","Long-rough dab",37,36,1,0.0440044
"Flounder","Flounder",37,37,0,0
"Flounder","Sole",37,38,0,0
"Flounder","Lemon sole",37,39,1,0.0440044
"Flounder","Witch",37,40,0,0
"Flounder","Turbot and brill",37,41,0,0
"Flounder","Megrim",37,42,0,0
"Flounder","Halibut",37,43,0,0
"Flounder","Dragonets",37,44,0,0
"Flounder","Catfish (Wolf-fish)",37,45,0,0
"Flounder","Large demersal fish",37,46,0,0
"Flounder","Small demersal fish",37,47,1,0.01010101
"Flounder","Miscellaneous filterfeeding pelagic fish",37,48,0,0
"Flounder","Squid & cuttlefish",37,49,0,0
"Flounder","Fish larvae",37,50,0,0
"Flounder","Carnivorous zooplankton",37,51,1,0.05160516
"Flounder","Herbivorous & Omnivorous zooplankton (copepods)",37,52,0,0
"Flounder","Gelatinous zooplankton",37,53,1,0.07130713
"Flounder","Large crabs",37,54,1,0.04890489
"Flounder","Nephrops",37,55,1,0.1220122
"Flounder","Epifaunal macrobenthos (mobile grazers)",37,56,1,0.2240224
"Flounder","Infaunal macrobenthos",37,57,1,0.07130713
"Flounder","Shrimp",37,58,1,0.00660066
"Flounder","Small mobile epifauna (swarming crustaceans)",37,59,1,0.1526153
"Flounder","Small infauna (polychaetes)",37,60,0,0
"Flounder","Sessile epifauna",37,61,1,0.04890489
"Flounder","Meiofauna",37,62,0,0
"Flounder","Benthic microflora (incl. Bacteria, protozoa))",37,63,0,0
"Flounder","Planktonic microflora (incl. Bacteria, protozoa)",37,64,0,0
"Flounder","Phytoplankton",37,65,0,0
"Flounder","Detritus - DOM -water column",37,66,0,0
"Flounder","Detritus - POM - sediment",37,67,0,0
"Flounder","Discards",37,68,0,0
"Sole",Imports, 38,0,0,0
"Sole","Baleen whales",38,1,0,0
"Sole","Toothed whales",38,2,0,0
"Sole","Seals",38,3,0,0
"Sole","Seabirds",38,4,0,0
"Sole","Juvenile sharks",38,5,0,0
"Sole","Spurdog",38,6,0,0
"Sole","Large piscivorous sharks",38,7,0,0
"Sole","Small sharks",38,8,0,0
"Sole","Juvenile rays",38,9,0,0
"Sole","Starry ray + others",38,10,0,0
"Sole","Thornback & Spotted ray",38,11,0,0
"Sole","Skate + cuckoo ray",38,12,0,0
"Sole","Juvenile Cod(0-2, 0-40cm)",38,13,0,0
"Sole","Cod (adult)",38,14,0,0
"Sole","Juvenile Whiting (0-1, 0-20cm)",38,15,0,0
"Sole","Whiting (adult)",38,16,0,0
"Sole","Juvenile Haddock (0-1, 0-20cm)",38,17,0,0
"Sole","Haddock (adult)",38,18,0,0
"Sole","Juvenile Saithe (0-3, 0-40cm)",38,19,0,0
"Sole","Saithe (adult)",38,20,0,0
"Sole","Hake",38,21,0,0
"Sole","Blue whiting",38,22,0,0
"Sole","Norway pout",38,23,0,0
"Sole","Other gadoids (large)",38,24,0,0
"Sole","Other gadoids (small)",38,25,0,0
"Sole","Monkfish",38,26,0,0
"Sole","Gurnards",38,27,0,0
"Sole","Herring (juvenile 0, 1)",38,28,0,0
"Sole","Herring (adult)",38,29,0,0
"Sole","Sprat",38,30,0,0
"Sole","Mackerel",38,31,0,0
"Sole","Horse mackerel",38,32,0,0
"Sole","Sandeels",38,33,0,0
"Sole","Plaice",38,34,0,0
"Sole","Dab",38,35,0,0
"Sole","Long-rough dab",38,36,0,0
"Sole","Flounder",38,37,0,0
"Sole","Sole",38,38,0,0
"Sole","Lemon sole",38,39,0,0
"Sole","Witch",38,40,0,0
"Sole","Turbot and brill",38,41,0,0
"Sole","Megrim",38,42,0,0
"Sole","Halibut",38,43,0,0
"Sole","Dragonets",38,44,0,0
"Sole","Catfish (Wolf-fish)",38,45,0,0
"Sole","Large demersal fish",38,46,0,0
"Sole","Small demersal fish",38,47,1,0.0128
"Sole","Miscellaneous filterfeeding pelagic fish",38,48,0,0
"Sole","Squid & cuttlefish",38,49,0,0
"Sole","Fish larvae",38,50,0,0
"Sole","Carnivorous zooplankton",38,51,0,0
"Sole","Herbivorous & Omnivorous zooplankton (copepods)",38,52,0,0
"Sole","Gelatinous zooplankton",38,53,0,0
"Sole","Large crabs",38,54,0,0
"Sole","Nephrops",38,55,0,0
"Sole","Epifaunal macrobenthos (mobile grazers)",38,56,1,0.0128
"Sole","Infaunal macrobenthos",38,57,1,0.1154
"Sole","Shrimp",38,58,0,0
"Sole","Small mobile epifauna (swarming crustaceans)",38,59,0,0
"Sole","Small infauna (polychaetes)",38,60,1,0.4231
"Sole","Sessile epifauna",38,61,0,0
"Sole","Meiofauna",38,62,1,0.4359
"Sole","Benthic microflora (incl. Bacteria, protozoa))",38,63,0,0
"Sole","Planktonic microflora (incl. Bacteria, protozoa)",38,64,0,0
"Sole","Phytoplankton",38,65,0,0
"Sole","Detritus - DOM -water column",38,66,0,0
"Sole","Detritus - POM - sediment",38,67,0,0
"Sole","Discards",38,68,0,0
"Lemon sole",Imports, 39,0,0,0
"Lemon sole","Baleen whales",39,1,0,0
"Lemon sole","Toothed whales",39,2,0,0
"Lemon sole","Seals",39,3,0,0
"Lemon sole","Seabirds",39,4,0,0
"Lemon sole","Juvenile sharks",39,5,0,0
"Lemon sole","Spurdog",39,6,0,0
"Lemon sole","Large piscivorous sharks",39,7,0,0
"Lemon sole","Small sharks",39,8,0,0
"Lemon sole","Juvenile rays",39,9,0,0
"Lemon sole","Starry ray + others",39,10,0,0
"Lemon sole","Thornback & Spotted ray",39,11,0,0
"Lemon sole","Skate + cuckoo ray",39,12,0,0
"Lemon sole","Juvenile Cod(0-2, 0-40cm)",39,13,0,0
"Lemon sole","Cod (adult)",39,14,0,0
"Lemon sole","Juvenile Whiting (0-1, 0-20cm)",39,15,0,0
"Lemon sole","Whiting (adult)",39,16,0,0
"Lemon sole","Juvenile Haddock (0-1, 0-20cm)",39,17,0,0
"Lemon sole","Haddock (adult)",39,18,0,0
"Lemon sole","Juvenile Saithe (0-3, 0-40cm)",39,19,0,0
"Lemon sole","Saithe (adult)",39,20,0,0
"Lemon sole","Hake",39,21,0,0
"Lemon sole","Blue whiting",39,22,0,0
"Lemon sole","Norway pout",39,23,0,0
"Lemon sole","Other gadoids (large)",39,24,0,0
"Lemon sole","Other gadoids (small)",39,25,0,0
"Lemon sole","Monkfish",39,26,0,0
"Lemon sole","Gurnards",39,27,0,0
"Lemon sole","Herring (juvenile 0, 1)",39,28,0,0
"Lemon sole","Herring (adult)",39,29,0,0
"Lemon sole","Sprat",39,30,0,0
"Lemon sole","Mackerel",39,31,0,0
"Lemon sole","Horse mackerel",39,32,0,0
"Lemon sole","Sandeels",39,33,0,0
"Lemon sole","Plaice",39,34,0,0
"Lemon sole","Dab",39,35,0,0
"Lemon sole","Long-rough dab",39,36,0,0
"Lemon sole","Flounder",39,37,0,0
"Lemon sole","Sole",39,38,0,0
"Lemon sole","Lemon sole",39,39,0,0
"Lemon sole","Witch",39,40,0,0
"Lemon sole","Turbot and brill",39,41,0,0
"Lemon sole","Megrim",39,42,0,0
"Lemon sole","Halibut",39,43,0,0
"Lemon sole","Dragonets",39,44,0,0
"Lemon sole","Catfish (Wolf-fish)",39,45,0,0
"Lemon sole","Large demersal fish",39,46,0,0
"Lemon sole","Small demersal fish",39,47,1,0.0068
"Lemon sole","Miscellaneous filterfeeding pelagic fish",39,48,0,0
"Lemon sole","Squid & cuttlefish",39,49,0,0
"Lemon sole","Fish larvae",39,50,0,0
"Lemon sole","Carnivorous zooplankton",39,51,0,0
"Lemon sole","Herbivorous & Omnivorous zooplankton (copepods)",39,52,0,0
"Lemon sole","Gelatinous zooplankton",39,53,0,0
"Lemon sole","Large crabs",39,54,0,0
"Lemon sole","Nephrops",39,55,0,0
"Lemon sole","Epifaunal macrobenthos (mobile grazers)",39,56,1,0.0411
"Lemon sole","Infaunal macrobenthos",39,57,1,0.0993
"Lemon sole","Shrimp",39,58,0,0
"Lemon sole","Small mobile epifauna (swarming crustaceans)",39,59,0,0
"Lemon sole","Small infauna (polychaetes)",39,60,1,0.6576
"Lemon sole","Sessile epifauna",39,61,1,0.1952
"Lemon sole","Meiofauna",39,62,0,0
"Lemon sole","Benthic microflora (incl. Bacteria, protozoa))",39,63,0,0
"Lemon sole","Planktonic microflora (incl. Bacteria, protozoa)",39,64,0,0
"Lemon sole","Phytoplankton",39,65,0,0
"Lemon sole","Detritus - DOM -water column",39,66,0,0
"Lemon sole","Detritus - POM - sediment",39,67,0,0
"Lemon sole","Discards",39,68,0,0
"Witch",Imports, 40,0,0,0
"Witch","Baleen whales",40,1,0,0
"Witch","Toothed whales",40,2,0,0
"Witch","Seals",40,3,0,0
"Witch","Seabirds",40,4,0,0
"Witch","Juvenile sharks",40,5,0,0
"Witch","Spurdog",40,6,0,0
"Witch","Large piscivorous sharks",40,7,0,0
"Witch","Small sharks",40,8,0,0
"Witch","Juvenile rays",40,9,0,0
"Witch","Starry ray + others",40,10,0,0
"Witch","Thornback & Spotted ray",40,11,0,0
"Witch","Skate + cuckoo ray",40,12,0,0
"Witch","Juvenile Cod(0-2, 0-40cm)",40,13,0,0
"Witch","Cod (adult)",40,14,0,0
"Witch","Juvenile Whiting (0-1, 0-20cm)",40,15,0,0
"Witch","Whiting (adult)",40,16,0,0
"Witch","Juvenile Haddock (0-1, 0-20cm)",40,17,0,0
"Witch","Haddock (adult)",40,18,0,0
"Witch","Juvenile Saithe (0-3, 0-40cm)",40,19,0,0
"Witch","Saithe (adult)",40,20,0,0
"Witch","Hake",40,21,0,0
"Witch","Blue whiting",40,22,0,0
"Witch","Norway pout",40,23,0,0
"Witch","Other gadoids (large)",40,24,0,0
"Witch","Other gadoids (small)",40,25,0,0
"Witch","Monkfish",40,26,0,0
"Witch","Gurnards",40,27,0,0
"Witch","Herring (juvenile 0, 1)",40,28,0,0
"Witch","Herring (adult)",40,29,0,0
"Witch","Sprat",40,30,0,0
"Witch","Mackerel",40,31,0,0
"Witch","Horse mackerel",40,32,0,0
"Witch","Sandeels",40,33,0,0
"Witch","Plaice",40,34,0,0
"Witch","Dab",40,35,0,0
"Witch","Long-rough dab",40,36,0,0
"Witch","Flounder",40,37,0,0
"Witch","Sole",40,38,0,0
"Witch","Lemon sole",40,39,0,0
"Witch","Witch",40,40,0,0
"Witch","Turbot and brill",40,41,0,0
"Witch","Megrim",40,42,0,0
"Witch","Halibut",40,43,0,0
"Witch","Dragonets",40,44,0,0
"Witch","Catfish (Wolf-fish)",40,45,0,0
"Witch","Large demersal fish",40,46,0,0
"Witch","Small demersal fish",40,47,1,0.0082
"Witch","Miscellaneous filterfeeding pelagic fish",40,48,0,0
"Witch","Squid & cuttlefish",40,49,0,0
"Witch","Fish larvae",40,50,0,0
"Witch","Carnivorous zooplankton",40,51,0,0
"Witch","Herbivorous & Omnivorous zooplankton (copepods)",40,52,0,0
"Witch","Gelatinous zooplankton",40,53,0,0
"Witch","Large crabs",40,54,0,0
"Witch","Nephrops",40,55,0,0
"Witch","Epifaunal macrobenthos (mobile grazers)",40,56,1,0.2473
"Witch","Infaunal macrobenthos",40,57,1,0.0349
"Witch","Shrimp",40,58,0,0
"Witch","Small mobile epifauna (swarming crustaceans)",40,59,0,0
"Witch","Small infauna (polychaetes)",40,60,1,0.6852
"Witch","Sessile epifauna",40,61,1,0.0244
"Witch","Meiofauna",40,62,0,0
"Witch","Benthic microflora (incl. Bacteria, protozoa))",40,63,0,0
"Witch","Planktonic microflora (incl. Bacteria, protozoa)",40,64,0,0
"Witch","Phytoplankton",40,65,0,0
"Witch","Detritus - DOM -water column",40,66,0,0
"Witch","Detritus - POM - sediment",40,67,0,0
"Witch","Discards",40,68,0,0
"Turbot and brill",Imports, 41,0,0,0
"Turbot and brill","Baleen whales",41,1,0,0
"Turbot and brill","Toothed whales",41,2,0,0
"Turbot and brill","Seals",41,3,0,0
"Turbot and brill","Seabirds",41,4,0,0
"Turbot and brill","Juvenile sharks",41,5,0,0
"Turbot and brill","Spurdog",41,6,0,0
"Turbot and brill","Large piscivorous sharks",41,7,0,0
"Turbot and brill","Small sharks",41,8,0,0
"Turbot and brill","Juvenile rays",41,9,0,0
"Turbot and brill","Starry ray + others",41,10,0,0
"Turbot and brill","Thornback & Spotted ray",41,11,0,0
"Turbot and brill","Skate + cuckoo ray",41,12,0,0
"Turbot and brill","Juvenile Cod(0-2, 0-40cm)",41,13,1,0.05759424
"Turbot and brill","Cod (adult)",41,14,0,0
"Turbot and brill","Juvenile Whiting (0-1, 0-20cm)",41,15,1,0.01129887
"Turbot and brill","Whiting (adult)",41,16,0,0
"Turbot and brill","Juvenile Haddock (0-1, 0-20cm)",41,17,0,0
"Turbot and brill","Haddock (adult)",41,18,0,0
"Turbot and brill","Juvenile Saithe (0-3, 0-40cm)",41,19,0,0
"Turbot and brill","Saithe (adult)",41,20,0,0
"Turbot and brill","Hake",41,21,0,0
"Turbot and brill","Blue whiting",41,22,0,0
"Turbot and brill","Norway pout",41,23,1,0.1141886
"Turbot and brill","Other gadoids (large)",41,24,0,0
"Turbot and brill","Other gadoids (small)",41,25,1,0.0339966
"Turbot and brill","Monkfish",41,26,0,0
